time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-07-18T12:22:44.372Z,33.0608,69.4864,10,5.2,mww,113,67,1.522,0.54,us,us6000i3el,2022-09-27T16:56:59.040Z,"50 km SW of Kh?st, Afghanistan",earthquake,7.12,1.854,0.093,11,reviewed,us,us
2022-07-16T18:12:48.028Z,24.1883,94.4481,76.459,4.5,mb,79,57,2.984,0.89,us,us6000i32w,2022-09-27T16:56:54.040Z,"58 km SE of Kakching, India",earthquake,7.63,6.042,0.075,59,reviewed,us,us
2022-07-16T11:27:35.315Z,34.5144,69.6798,35.746,4.7,mb,94,95,0.526,0.47,us,us6000i30w,2022-09-27T16:56:53.040Z,"37 km S of Tag?b, Afghanistan",earthquake,7.51,7.036,0.052,112,reviewed,us,us
2022-07-15T22:22:12.994Z,29.0575,69.5091,10,4.6,mb,111,56,5.481,0.69,us,us6000i2w3,2022-09-24T21:25:31.040Z,"34 km E of Dera Bugti, Pakistan",earthquake,9.88,1.837,0.052,109,reviewed,us,us
2022-07-13T07:48:10.883Z,7.0288,85.9923,10,4.8,mb,55,65,5.569,0.67,us,us6000i21t,2022-09-24T21:25:46.040Z,"Bay of Bengal",earthquake,9.11,1.81,0.092,37,reviewed,us,us
2022-07-11T02:40:01.281Z,23.3845,82.4802,10,4.6,mb,69,85,5.071,0.62,us,us6000i1hw,2022-09-24T21:25:58.040Z,"15 km NNW of Baikunthpur, India",earthquake,10.19,1.863,0.073,56,reviewed,us,us
2022-07-09T00:52:02.519Z,16.9254,75.7188,10,4.5,mb,66,77,9.694,0.57,us,us6000i13p,2022-09-24T21:26:10.040Z,"Karnataka, India",earthquake,10.91,1.841,0.077,50,reviewed,us,us
2022-07-08T21:34:33.544Z,10.3187,94.1649,10,4.5,mb,41,105,1.926,0.63,us,us6000i11i,2022-09-13T06:25:42.040Z,"215 km SE of Port Blair, India",earthquake,8,1.4,0.108,27,reviewed,us,us
2022-07-08T21:04:40.152Z,10.4818,94.1885,10,5.2,mww,78,61,1.836,0.65,us,us6000i117,2022-09-13T06:25:40.040Z,"Andaman Islands, India region",earthquake,7.7,1.7,0.093,11,reviewed,us,us
2022-07-08T19:16:14.912Z,10.4109,94.2296,10,4.8,mb,95,85,1.913,0.73,us,us6000i10d,2024-01-18T16:39:33.162Z,"213 km SE of Port Blair, India",earthquake,1.98,1.838,0.074,65,reviewed,us,us
2022-07-08T19:15:46.921Z,10.3602,94.1827,10,4.5,mb,64,85,1.911,0.7,us,us6000i0zv,2024-01-18T16:39:31.435Z,"213 km SE of Port Blair, India",earthquake,7.37,1.857,0.094,38,reviewed,us,us
2022-07-06T19:51:51.066Z,10.3391,94.2494,10,4.6,mb,52,82,1.974,0.61,us,us6000i0cv,2022-09-13T06:23:12.040Z,"220 km SE of Port Blair, India",earthquake,7.5,1.8,0.11,25,reviewed,us,us
2022-07-06T18:31:23.829Z,10.4174,94.1129,10,4.5,mb,52,83,1.822,0.71,us,us6000i0bz,2024-01-18T16:39:15.176Z,"203 km SE of Port Blair, India",earthquake,8.2,1.9,0.102,28,reviewed,us,us
2022-07-06T17:52:00.412Z,10.4009,94.3816,10,4.5,mb,46,143,5.453,0.92,us,us6000i0bw,2022-09-13T06:23:10.040Z,"226 km SE of Port Blair, India",earthquake,8.7,1.9,0.1,29,reviewed,us,us
2022-07-06T15:16:27.036Z,10.3877,94.0749,10,4.5,mb,44,160,1.815,0.63,us,us6000i09u,2022-09-13T06:23:07.040Z,"202 km SE of Port Blair, India",earthquake,3.83,1.882,0.102,28,reviewed,us,us
2022-07-06T08:01:06.482Z,10.368,94.2181,10,4.9,mb,78,58,1.932,0.69,us,us6000i07w,2022-09-13T06:22:58.040Z,"215 km SE of Port Blair, India",earthquake,6.98,1.17,0.055,103,reviewed,us,us
2022-07-06T00:26:14.626Z,10.4628,94.1034,10,4.9,mb,90,85,1.785,0.48,us,us6000i05y,2022-09-13T06:22:53.040Z,"199 km SE of Port Blair, India",earthquake,7.7,1.847,0.068,69,reviewed,us,us
2022-07-05T14:50:19.975Z,10.553,94.1619,10,4.9,mb,50,80,1.771,1.01,us,us6000i008,2022-09-13T06:22:40.040Z,"197 km SE of Port Blair, India",earthquake,7.9,1.8,0.083,48,reviewed,us,us
2022-07-05T09:44:02.616Z,10.2992,94.3324,10,4.7,mb,60,84,2.062,0.41,us,us6000hzyw,2022-09-13T06:22:33.040Z,"230 km SE of Port Blair, India",earthquake,4.14,1.864,0.082,45,reviewed,us,us
2022-07-05T07:48:33.145Z,10.2608,94.1562,10,4.8,mb,99,57,1.961,0.61,us,us6000hzy9,2022-09-13T06:22:30.040Z,"218 km SE of Port Blair, India",earthquake,7.38,1.758,0.057,96,reviewed,us,us
2022-07-05T06:06:13.690Z,10.2666,94.2833,10,5,mww,93,69,2.047,0.49,us,us6000hzxm,2022-09-13T06:22:27.040Z,"228 km SE of Port Blair, India",earthquake,7.6,1.9,0.093,11,reviewed,us,us
2022-07-05T02:34:57.675Z,10.3288,94.0598,10,4.9,mb,74,57,1.846,0.87,us,us6000hzwp,2022-09-13T06:22:22.040Z,"206 km SE of Port Blair, India",earthquake,7.5,1.8,0.065,73,reviewed,us,us
2022-07-05T00:26:56.477Z,10.3277,94.2534,10,5.4,mww,68,85,1.985,0.74,us,us6000hzwa,2023-07-28T22:06:30.430Z,"Andaman Islands, India region",earthquake,6.32,1.836,0.068,21,reviewed,us,us
2022-07-05T00:10:04.562Z,10.2778,93.8421,10,4.5,mb,32,118,1.743,0.62,us,us6000i0x3,2022-09-13T06:24:55.040Z,"194 km SE of Port Blair, India",earthquake,6.6,1.8,0.127,18,reviewed,us,us
2022-07-04T23:38:46.553Z,10.4198,94.0743,10,4.5,mb,34,92,1.792,0.39,us,us6000i0wg,2022-09-13T06:24:51.040Z,"200 km SE of Port Blair, India",earthquake,7.7,1.9,0.139,15,reviewed,us,us
2022-07-04T23:15:13.225Z,10.2329,94.2382,10,4.6,mb,59,107,2.037,0.55,us,us6000hzw2,2022-09-13T06:22:17.040Z,"227 km SE of Port Blair, India",earthquake,8.5,1.9,0.083,43,reviewed,us,us
2022-07-04T21:24:41.456Z,10.3032,94.1408,10,4.9,mb,95,61,1.92,0.64,us,us6000hzv5,2022-09-13T06:22:15.040Z,"214 km SE of Port Blair, India",earthquake,7.8,1.8,0.068,68,reviewed,us,us
2022-07-04T21:03:56.176Z,10.3526,94.2481,10,4.9,mww,112,47,1.964,0.67,us,us6000hzuu,2022-09-13T06:22:13.040Z,"219 km SE of Port Blair, India",earthquake,6.99,1.784,0.086,13,reviewed,us,us
2022-07-04T20:43:48.593Z,10.4204,94.2649,10,4.9,mb,72,89,5.568,0.93,us,us6000hzus,2022-09-13T06:22:13.040Z,"Andaman Islands, India region",earthquake,8.7,1.8,0.065,75,reviewed,us,us
2022-07-04T20:18:13.150Z,10.5545,94.1795,10,4.9,mb,70,101,1.784,0.85,us,us6000hzup,2022-09-13T06:22:12.040Z,"Andaman Islands, India region",earthquake,6.8,1.8,0.078,52,reviewed,us,us
2022-07-04T20:02:48.649Z,10.2384,94.0024,10,4.5,mb,28,177,9.468,0.86,us,us6000i0x2,2022-09-13T06:24:54.040Z,"Andaman Islands, India region",earthquake,12.9,1.9,0.145,14,reviewed,us,us
2022-07-04T20:00:39.497Z,10.4646,94.4605,10,4.6,mb,27,155,2.059,0.67,us,us6000hzuk,2022-09-13T06:22:11.040Z,"229 km SE of Port Blair, India",earthquake,6.1,1.8,0.105,27,reviewed,us,us
2022-07-04T19:36:57.000Z,10.2638,93.9224,10,5,mb,53,67,1.803,0.92,us,us6000hzue,2022-09-13T06:22:10.040Z,"201 km SE of Port Blair, India",earthquake,8.3,1.9,0.08,50,reviewed,us,us
2022-07-04T19:16:36.014Z,10.3725,93.6866,10,4.6,mb,29,153,1.576,0.9,us,us6000hzua,2022-09-13T06:22:09.040Z,"176 km SE of Port Blair, India",earthquake,7.53,1.911,0.107,26,reviewed,us,us
2022-07-04T18:07:44.228Z,10.4137,94.2287,10,4.7,mb,61,89,1.91,0.77,us,us6000hzu3,2022-09-13T06:22:08.040Z,"213 km SE of Port Blair, India",earthquake,6.7,1.8,0.088,39,reviewed,us,us
2022-07-04T18:04:26.023Z,10.2429,94.1027,10,4.8,mb,57,107,1.936,0.71,us,us6000i0w4,2022-09-13T06:24:47.040Z,"Andaman Islands, India region",earthquake,4.4,1.8,0.092,36,reviewed,us,us
2022-07-04T17:31:21.363Z,10.4304,94.2504,10,4.9,mb,63,101,1.915,0.87,us,us6000hztp,2022-09-13T06:22:06.040Z,"213 km SE of Port Blair, India",earthquake,7.8,1.8,0.06,86,reviewed,us,us
2022-07-04T14:19:39.150Z,9.9627,94.1363,10,4.5,mb,38,206,2.168,0.76,us,us6000hzsh,2022-09-13T06:22:02.040Z,"242 km SE of Port Blair, India",earthquake,10.2,1.9,0.116,22,reviewed,us,us
2022-07-04T14:16:07.734Z,10.3479,94.0109,10,4.5,mb,38,70,1.799,0.28,us,us6000hzri,2022-09-13T06:21:59.040Z,"Andaman Islands, India region",earthquake,6.6,1.7,0.121,20,reviewed,us,us
2022-07-04T12:51:33.584Z,10.2341,94.2256,10,4.5,mb,41,158,2.028,0.45,us,us6000hzr6,2022-09-13T06:21:58.040Z,"226 km SE of Port Blair, India",earthquake,7.9,1.9,0.106,26,reviewed,us,us
2022-07-04T12:20:35.476Z,10.1412,94.2325,10,4.6,mb,53,78,5.516,0.5,us,us6000hzr2,2022-09-13T06:21:56.040Z,"234 km SE of Port Blair, India",earthquake,7.3,1.8,0.086,40,reviewed,us,us
2022-07-04T11:48:11.309Z,10.3944,94.2851,10,5,mb,87,85,5.54,0.64,us,us6000hzqu,2022-09-13T06:21:55.040Z,"219 km SE of Port Blair, India",earthquake,8.4,1.9,0.051,122,reviewed,us,us
2022-07-04T10:37:16.873Z,36.5046,83.3899,10,4.5,mb,47,48,6.786,1.13,us,us6000hzqg,2022-09-13T06:21:55.040Z,"southern Xinjiang, China",earthquake,8.83,1.841,0.069,62,reviewed,us,us
2022-07-04T10:09:05.632Z,10.4709,94.1822,10,4.5,mb,35,161,1.838,0.89,us,us6000hzqc,2022-09-13T06:21:54.040Z,"Andaman Islands, India region",earthquake,8.58,1.895,0.101,29,reviewed,us,us
2022-07-04T09:55:18.979Z,10.3591,94.1964,10,5,mww,72,58,1.922,0.5,us,us6000hzq5,2022-09-13T06:21:53.040Z,"Andaman Islands, India region",earthquake,5.42,1.772,0.086,13,reviewed,us,us
2022-07-04T09:46:49.717Z,10.4254,94.2342,10,4.5,mb,32,175,1.906,0.62,us,us6000i0v5,2022-09-13T06:24:38.040Z,"212 km SE of Port Blair, India",earthquake,4.9,1.9,0.128,22,reviewed,us,us
2022-07-04T09:32:33.341Z,10.3642,94.1744,10,4.7,mb,46,87,1.903,0.61,us,us6000hzq2,2022-09-13T06:21:53.040Z,"212 km SE of Port Blair, India",earthquake,7.82,1.439,0.102,29,reviewed,us,us
2022-07-04T09:07:03.697Z,10.3072,94.1437,10,5,mww,77,57,1.92,1,us,us6000hzpu,2022-09-13T06:21:51.040Z,"214 km SE of Port Blair, India",earthquake,7.09,1.772,0.086,13,reviewed,us,us
2022-07-04T08:36:19.007Z,10.4305,94.1413,10,5.1,mb,116,69,1.834,0.5,us,us6000hzpp,2022-09-13T06:21:50.040Z,"204 km SE of Port Blair, India",earthquake,6.1,1.781,0.044,164,reviewed,us,us
2022-07-04T08:31:12.958Z,10.3129,94.1035,10,4.5,mb,52,100,1.888,0.46,us,us6000i0uv,2022-09-13T06:24:32.040Z,"210 km SE of Port Blair, India",earthquake,7.87,1.876,0.101,29,reviewed,us,us
2022-07-04T08:02:38.928Z,10.3181,94.033,10,4.8,mb,97,64,5.823,0.54,us,us6000hzpi,2022-09-13T06:21:49.040Z,"204 km SE of Port Blair, India",earthquake,6.64,1.841,0.066,74,reviewed,us,us
2022-07-04T05:35:51.743Z,10.3658,94.0742,10,4.7,mb,75,102,1.83,0.38,us,us6000hznv,2022-09-13T06:21:47.040Z,"204 km SE of Port Blair, India",earthquake,5.46,1.763,0.074,56,reviewed,us,us
2022-07-03T02:26:12.521Z,19.5636,94.8605,10,5.1,mww,109,28,1.222,1.05,us,us6000hzh5,2022-09-13T06:21:22.040Z,"43 km WNW of Myaydo, Myanmar",earthquake,3.42,1.672,0.098,10,reviewed,us,us
2022-06-29T18:01:58.223Z,23.2297,94.5018,95.51,4.6,mb,70,64,2.692,0.88,us,us6000hyiz,2022-09-03T21:03:18.040Z,"46 km SSE of Mawlaik, Myanmar",earthquake,4.4,5.8,0.076,51,reviewed,us,us
2022-06-29T04:30:31.097Z,36.4184,70.7633,209.373,4.8,mww,101,37,0.722,0.76,us,us7000hl0x,2022-09-03T21:03:47.040Z,"49 km S of Jurm, Afghanistan",earthquake,6.88,4.281,0.098,10,reviewed,us,us
2022-06-22T22:11:46.712Z,28.3742,83.8247,10,4.6,mb,97,44,1.406,0.46,us,us7000hjf5,2022-08-28T03:20:18.040Z,"14 km ESE of Chitre, Nepal",earthquake,8.1,1.8,0.061,81,reviewed,us,us
2022-06-22T14:25:32.357Z,10.5852,91.6122,10,4.6,mb,83,46,1.538,0.32,us,us7000hjal,2022-08-28T03:20:14.040Z,"172 km SW of Port Blair, India",earthquake,6.2,1.8,0.076,52,reviewed,us,us
2022-06-21T21:50:24.948Z,32.9999,69.5099,10,4.5,mb,91,46,1.585,0.65,us,us7000hj4i,2022-08-28T03:19:52.040Z,"52 km W of Miran Shah, Pakistan",earthquake,7.9,1.8,0.065,68,reviewed,us,us
2022-06-21T20:54:34.410Z,33.0203,69.4639,4,6,mww,206,15,1.557,0.83,us,us7000hj3u,2023-02-01T23:54:11.900Z,"55 km SW of Kh?st, Afghanistan",earthquake,6.65,1.667,0.098,10,reviewed,us,us
2022-06-17T12:25:14.704Z,36.3681,71.1179,89.766,4.8,mww,126,45,0.872,0.58,us,us7000hi3k,2022-08-21T00:18:15.040Z,"51 km SW of Ashk?sham, Afghanistan",earthquake,6.12,5.639,0.093,11,reviewed,us,us
2022-06-17T09:22:58.499Z,36.5049,71.1541,220.21,5.1,mww,143,36,0.773,0.58,us,us7000hi2g,2022-08-21T00:18:11.040Z,"39 km WSW of Ashk?sham, Afghanistan",earthquake,7.1,4.8,0.069,20,reviewed,us,us
2022-06-14T07:35:44.604Z,36.4814,71.1703,208.81,4.9,mb,109,43,0.8,1.01,us,us7000hh92,2022-08-21T00:17:04.040Z,"39 km SW of Ashk?sham, Afghanistan",earthquake,6.5,4.8,0.034,269,reviewed,us,us
2022-06-12T17:45:26.319Z,5.2885,95.5874,117.11,4.7,mb,40,158,1.355,0.8,us,us7000hgyj,2022-08-21T00:16:30.040Z,"39 km SE of Banda Aceh, Indonesia",earthquake,9.4,7.5,0.11,25,reviewed,us,us
2022-06-08T06:52:24.266Z,35.9196,77.8975,10,4.9,mb,110,51,4.43,0.73,us,us7000hfug,2022-08-13T21:51:40.040Z,"Kashmir-Xinjiang border region",earthquake,7,1.8,0.041,192,reviewed,us,us
2022-06-07T16:57:24.471Z,36.563,71.01,190.17,4.5,mb,110,72,0.66,0.44,us,us7000hfmx,2022-08-13T21:51:39.040Z,"36 km SSE of Jurm, Afghanistan",earthquake,7.1,5.4,0.048,132,reviewed,us,us
2022-06-07T02:13:39.355Z,4.6586,95.0522,69.54,4.5,mb,55,162,1.971,0.69,us,us7000hfhh,2022-08-13T21:52:58.040Z,"102 km SSW of Banda Aceh, Indonesia",earthquake,6.8,7.6,0.094,33,reviewed,us,us
2022-06-05T09:11:46.078Z,8.9674,93.6949,73.24,5,mb,84,54,4.92,0.58,us,us7000hf4j,2022-08-13T21:52:19.040Z,"Nicobar Islands, India region",earthquake,9.68,5.707,0.05,127,reviewed,us,us
2022-06-04T13:59:05.096Z,36.4806,70.6659,199.29,4.7,mb,127,38,0.647,0.65,us,us7000heyi,2022-08-13T21:52:28.040Z,"45 km SSW of Jurm, Afghanistan",earthquake,6.5,4.9,0.04,186,reviewed,us,us
2022-06-01T16:43:15.623Z,17.4476,94.2503,26,5.2,mww,129,40,2.928,0.58,us,us7000he50,2022-08-06T22:13:13.040Z,"90 km NW of Pathein, Myanmar",earthquake,5.4,1.8,0.098,10,reviewed,us,us
2022-05-27T02:20:15.367Z,12.9434,93.4548,77.17,4.5,mb,49,64,1.456,0.8,us,us7000hcwe,2022-08-02T19:50:56.040Z,"159 km NNE of Bamboo Flat, India",earthquake,9,6,0.068,65,reviewed,us,us
2022-05-26T07:48:48.465Z,32.2082,91.8806,10,4.8,mb,122,26,6.1,0.3,us,us7000hcl7,2022-08-02T19:50:52.040Z,"82 km NNW of Nagqu, China",earthquake,5.3,1.8,0.045,154,reviewed,us,us
2022-05-24T07:11:22.103Z,36.1297,70.2878,109.66,4.9,mb,96,30,1.02,0.92,us,us7000hc5n,2022-08-02T19:50:47.040Z,"62 km SE of Farkh?r, Afghanistan",earthquake,5.9,4.9,0.038,216,reviewed,us,us
2022-05-21T03:14:07.365Z,22.8336,93.4891,47.2,4.5,mb,62,71,0.216,0.8,us,us6000hmu6,2022-08-02T19:50:36.040Z,"21 km WSW of Falam, Myanmar",earthquake,4.5,4.6,0.076,52,reviewed,us,us
2022-05-20T21:42:23.258Z,36.5642,69.6313,45.5,4.5,mb,79,74,0.942,0.56,us,us6000hmsd,2022-07-24T02:40:44.040Z,"20 km W of Farkh?r, Afghanistan",earthquake,4.7,6.7,0.071,57,reviewed,us,us
2022-05-13T02:16:42.668Z,32.7165,76.2415,10,4.6,mb,19,169,2.661,0.8,us,us6000hmcp,2022-07-22T18:31:00.040Z,"20 km NNE of Chamba, India",earthquake,8.2,2,0.173,11,reviewed,us,us
2022-05-11T17:27:41.475Z,4.6896,95.0484,58.82,4.9,mww,255,39,4.204,0.64,us,us7000h8nd,2022-07-22T18:31:13.040Z,"99 km SSW of Banda Aceh, Indonesia",earthquake,7.4,4.7,0.098,10,reviewed,us,us
2022-05-11T04:33:11.628Z,29.9682,80.4219,33.06,4.9,mb,59,100,4.775,0.4,us,us7000h8ii,2022-07-22T18:31:12.040Z,"16 km NW of Dh?rchula, India",earthquake,8.2,3.9,0.044,163,reviewed,us,us
2022-05-09T22:08:05.153Z,10.179,93.8413,10,4.6,mb,31,58,1.82,1.04,us,us6000hli3,2022-07-22T18:30:57.040Z,"203 km SE of Port Blair, India",earthquake,5.6,1.7,0.141,15,reviewed,us,us
2022-05-09T22:06:30.273Z,9.7019,93.498,10,4.5,mb,24,197,2.078,0.79,us,us6000hli4,2022-07-22T18:30:57.040Z,"232 km SSE of Port Blair, India",earthquake,8.1,1.9,0.15,13,reviewed,us,us
2022-05-08T19:41:38.114Z,7.0812,94.1029,70.45,4.7,mb,38,162,4.739,0.53,us,us7000h7zj,2022-07-22T18:31:07.040Z,"188 km NW of Sabang, Indonesia",earthquake,10.2,8.3,0.108,26,reviewed,us,us
2022-05-04T20:36:17.083Z,10.3401,92.4602,30.51,4.6,mb,26,93,1.336,0.62,us,us7000h8mi,2022-07-09T21:39:59.040Z,"149 km SSW of Port Blair, India",earthquake,9,6.1,0.164,11,reviewed,us,us
2022-05-01T15:15:39.093Z,22.6784,94.2561,90.81,5,mb,137,43,2.413,0.7,us,us7000h67u,2024-01-18T16:34:48.598Z,"64 km ESE of Falam, Myanmar",earthquake,7.7,1.9,0.04,201,reviewed,us,us
2022-04-30T17:34:05.382Z,13.1672,93.0378,42.04,4.5,mb,66,47,1.529,0.88,us,us7000h63j,2022-07-09T21:39:44.040Z,"166 km NNE of Bamboo Flat, India",earthquake,7.6,6.9,0.082,53,reviewed,us,us
2022-04-23T04:19:29.630Z,7.4454,94.3067,10,4.6,mb,49,64,3.425,0.71,us,us6000hfsf,2022-07-05T03:39:31.040Z,"205 km NNW of Sabang, Indonesia",earthquake,10.5,1.8,0.092,37,reviewed,us,us
2022-04-22T03:51:27.747Z,13.9992,92.9511,10,4.9,mb,,82,5.996,0.81,us,us6000hfgp,2022-08-09T06:27:02.187Z,"255 km N of Bamboo Flat, India",earthquake,9,1.8,0.077,54,reviewed,us,us
2022-04-19T21:21:17.016Z,4.1599,67.4294,10,4.5,mb,,162,6.287,1.04,us,us6000hfmj,2022-06-26T01:19:52.040Z,"Carlsberg Ridge",earthquake,8.9,1.9,0.156,12,reviewed,us,us
2022-04-15T11:27:28.880Z,4.1434,95.9414,58.46,4.9,mb,,29,3.258,0.7,us,us7000h2gq,2022-06-20T22:08:30.040Z,"northern Sumatra, Indonesia",earthquake,7.4,5.8,0.061,84,reviewed,us,us
2022-04-13T16:53:45.278Z,7.2769,94.4596,10,4.7,mb,,86,4.668,0.96,us,us7000h1u6,2022-06-20T22:08:04.040Z,"180 km NNW of Sabang, Indonesia",earthquake,8.1,1.9,0.081,46,reviewed,us,us
2022-04-11T01:41:41.895Z,33.2832,70.5607,41.19,4.8,mb,,70,1.779,0.8,us,us7000h16s,2022-06-20T22:07:46.040Z,"22 km SW of Doaba, Pakistan",earthquake,4.2,5,0.048,131,reviewed,us,us
2022-04-10T14:17:30.805Z,7.3744,94.48,10,5.1,mww,,27,4.585,0.71,us,us7000h13t,2022-06-20T22:07:42.040Z,"188 km NNW of Sabang, Indonesia",earthquake,7.9,1.8,0.071,19,reviewed,us,us
2022-04-10T13:34:28.143Z,7.3212,94.4315,8.33,5.2,mww,,38,4.617,0.62,us,us7000h135,2022-06-20T22:07:42.040Z,"186 km NNW of Sabang, Indonesia",earthquake,6.3,3.4,0.078,16,reviewed,us,us
2022-04-10T10:43:25.439Z,7.2942,94.4884,10,5.1,mb,,58,4.663,0.65,us,us7000h12f,2022-06-20T22:07:41.040Z,"180 km NNW of Sabang, Indonesia",earthquake,8,1.9,0.052,119,reviewed,us,us
2022-04-10T10:20:16.659Z,7.256,94.3033,10,4.5,mb,,121,4.634,0.73,us,us7000h12d,2022-06-20T22:07:41.040Z,"188 km NW of Sabang, Indonesia",earthquake,7.1,1.9,0.104,27,reviewed,us,us
2022-04-10T01:55:15.706Z,7.3661,94.3376,10,4.6,mb,,175,5.355,0.47,us,us7000h24l,2022-06-20T22:08:13.040Z,"195 km NNW of Sabang, Indonesia",earthquake,9.4,1.8,0.273,5,reviewed,us,us
2022-04-10T01:32:23.491Z,7.3666,94.4408,6.21,5.4,mww,,21,4.578,1.35,us,us7000h0zv,2022-06-20T22:07:39.040Z,"189 km NNW of Sabang, Indonesia",earthquake,7.3,3.2,0.054,33,reviewed,us,us
2022-04-06T06:07:11.759Z,7.4278,94.4187,10,4.8,mb,,102,5.262,0.7,us,us7000h1ru,2022-06-11T20:21:18.040Z,"196 km NNW of Sabang, Indonesia",earthquake,7.3,1.8,0.176,14,reviewed,us,us
2022-04-06T05:29:43.954Z,7.423,94.3078,10,5.5,mww,,27,5.371,1.06,us,us7000h035,2022-06-11T20:21:07.040Z,"202 km NNW of Sabang, Indonesia",earthquake,7.5,1.7,0.059,28,reviewed,us,us
2022-04-03T22:58:41.923Z,36.577,70.9955,202.7,4.6,mb,,72,0.642,0.49,us,us7000gzgf,2022-06-11T20:21:01.040Z,"35 km SSE of Jurm, Afghanistan",earthquake,7.7,4.6,0.046,140,reviewed,us,us
2022-04-02T17:53:47.510Z,36.0451,77.9318,10,4.5,mb,,104,4.517,0.7,us,us7000gz8t,2022-06-11T20:20:58.040Z,"156 km SSW of Zangguy, China",earthquake,8.6,1.9,0.092,38,reviewed,us,us
2022-03-28T21:22:33.266Z,14.6269,93.0229,10,4.7,mb,,49,5.91,0.81,us,us7000gxy0,2022-06-04T20:42:15.040Z,"Andaman Islands, India region",earthquake,6.8,1.8,0.061,83,reviewed,us,us
2022-03-21T06:36:03.776Z,24.1944,94.4865,82.38,4.5,mb,,54,3.017,0.55,us,us6000h6c6,2022-05-28T18:35:22.040Z,"61 km SE of W?ngjing, India",earthquake,6.9,6.8,0.053,107,reviewed,us,us
2022-03-20T13:06:56.543Z,35.5881,74.9652,10,4.5,mb,,89,2.386,0.43,us,us6000h66m,2022-05-28T18:35:20.040Z,"68 km WNW of Skardu, Pakistan",earthquake,7.4,1.8,0.084,46,reviewed,us,us
2022-03-17T13:41:18.468Z,35.9998,77.9099,10,5.1,mww,,33,4.479,0.88,us,us6000h5el,2022-05-27T14:55:32.040Z,"156 km NE of Thang, India",earthquake,7.2,1.8,0.093,11,reviewed,us,us
2022-03-16T13:35:23.288Z,35.5965,74.9251,10,5.1,mww,,48,2.373,0.91,us,us6000h50x,2023-02-08T09:51:00.292Z,"65 km ESE of Gilgit, Pakistan",earthquake,7.2,1.8,0.11,8,reviewed,us,us
2022-03-13T01:11:03.000Z,22.7307,94.5412,101.22,4.5,mb,,56,2.677,0.78,us,us6000h43x,2022-05-27T14:55:20.040Z,"90 km ESE of Falam, Myanmar",earthquake,7.9,2.4,0.069,65,reviewed,us,us
2022-03-10T19:28:51.759Z,35.8865,77.8078,10,4.5,mb,,101,4.351,0.85,us,us6000h3mr,2022-05-14T21:52:30.040Z,"140 km NE of Thang, India",earthquake,8.2,1.9,0.156,12,reviewed,us,us
2022-03-10T04:26:53.730Z,3.9185,95.9105,48.02,5.1,mb,,27,3.084,0.86,us,us6000h3h3,2022-05-14T21:52:27.040Z,"34 km SW of Meulaboh, Indonesia",earthquake,6.9,4.3,0.05,132,reviewed,us,us
2022-03-05T12:02:41.150Z,4.6517,95.0249,42,5.5,mww,,56,4.188,0.61,us,us6000h2an,2022-05-14T21:52:17.040Z,"northern Sumatra, Indonesia",earthquake,7.1,1.9,0.056,31,reviewed,us,us
2022-03-04T04:07:51.771Z,33.636,81.891,10,4.6,mb,,48,6.506,0.8,us,us6000h1yw,2022-05-07T21:32:50.040Z,"western Xizang",earthquake,8.5,1.8,0.062,81,reviewed,us,us
2022-03-03T14:13:13.485Z,36.1554,70.573,86.62,4.8,mb,,42,0.968,0.77,us,us6000h1q6,2022-05-07T21:32:45.040Z,"79 km SE of Farkh?r, Afghanistan",earthquake,6.5,5.4,0.049,127,reviewed,us,us
2022-03-02T09:58:27.468Z,35.5378,69.7845,91.19,5.2,mww,,38,1.165,0.78,us,us6000h1c9,2022-05-07T21:32:42.040Z,"34 km NE of B?z?rak, Afghanistan",earthquake,5.8,5.9,0.098,10,reviewed,us,us
2022-03-02T00:18:48.927Z,35.8038,95.7805,10,4.8,mb,,59,6.428,0.62,us,us6000h198,2022-05-07T21:32:41.040Z,"Southern Qinghai, China",earthquake,2.9,1.8,0.054,105,reviewed,us,us
2022-03-01T11:04:09.575Z,4.0892,95.9931,41.55,5.2,mww,,59,3.186,0.58,us,us6000h11t,2022-05-07T21:32:40.040Z,"16 km WSW of Meulaboh, Indonesia",earthquake,7.2,2.8,0.083,14,reviewed,us,us
2022-02-27T23:04:27.293Z,5.036,94.3896,35,4.6,mb,,38,4.884,0.55,us,us6000h1tj,2022-05-07T21:32:48.040Z,"118 km WSW of Banda Aceh, Indonesia",earthquake,3.5,1.9,0.078,50,reviewed,us,us
2022-02-25T00:11:56.596Z,36.4695,70.4004,201.34,4.5,mb,,71,0.669,0.88,us,us6000gzxs,2022-05-04T13:40:28.040Z,"49 km ESE of Farkh?r, Afghanistan",earthquake,4.7,5,0.121,20,reviewed,us,us
2022-02-21T15:23:43.852Z,22.6801,93.3976,48.71,4.6,mb,,128,1.621,0.67,us,us6000h01p,2022-05-04T13:39:19.040Z,"22 km W of Hakha, Myanmar",earthquake,9,3.7,0.244,8,reviewed,us,us
2022-02-20T23:09:50.841Z,30.7466,96.1421,10,4.5,mb,,65,9.929,0.34,us,us6000gztl,2022-05-04T13:39:05.040Z,"107 km WSW of Qamdo, China",earthquake,5.7,1.9,0.094,33,reviewed,us,us
